,age,height_cm,weight_kgs,positions,potential,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
5216,20,172.72,64.0,803,64,1,2,2,3,56,28,44,52,40,52,50,38,45,53,64,60,58,50,59,44,62,62,36,30,42,42,46,44,42,42,49,46,40
1087,28,185.42,83.0,104,71,1,2,2,6,41,12,70,56,13,53,14,19,56,56,66,55,73,65,70,24,92,63,74,29,72,65,19,27,30,67,74,74,73
3595,27,190.5,89.8,104,62,1,3,2,9,39,37,64,54,29,42,46,54,53,51,61,56,63,50,51,51,71,83,85,53,73,56,30,44,39,42,48,62,59
17334,31,152.4,69.9,514,78,2,4,4,3,71,78,66,74,69,82,67,73,67,81,85,84,83,75,70,76,66,71,59,78,59,51,76,74,78,78,31,40,35
15290,18,154.94,72.1,454,87,1,4,4,3,62,64,51,64,55,76,64,44,51,73,92,93,84,65,76,71,72,76,69,63,68,52,65,65,60,71,55,61,51
4977,21,175.26,72.1,227,59,1,2,2,6,42,38,42,60,38,51,44,35,53,51,60,65,63,50,74,49,79,43,75,38,40,24,41,53,48,55,52,41,41
12610,22,190.5,78.0,823,76,1,3,3,6,33,70,63,46,59,67,51,42,29,69,69,76,75,62,44,67,62,71,74,63,34,22,69,51,63,68,45,14,18
11612,36,182.88,93.9,675,67,1,4,3,9,66,61,64,68,68,70,68,58,63,71,63,67,64,68,62,75,69,48,88,63,72,46,68,69,49,78,45,54,55
13416,22,175.26,68.0,69,77,1,4,3,3,63,63,55,64,61,75,65,63,63,73,76,73,74,59,75,66,58,65,62,62,47,31,66,71,57,71,37,46,46
16245,24,182.88,78.9,26,81,1,3,3,3,68,69,36,73,69,74,79,65,70,74,76,70,70,72,57,76,52,60,76,72,52,31,79,74,63,70,34,38,36
2298,27,152.4,64.0,233,68,1,3,3,3,66,63,52,68,48,68,50,67,65,67,71,73,78,59,75,70,76,78,62,69,65,57,64,67,56,60,58,59,50
14390,25,152.4,73.0,247,75,1,3,3,6,64,65,45,69,54,71,57,65,67,69,73,76,77,69,73,62,73,72,68,74,71,76,64,63,63,67,65,75,68
16338,35,175.26,74.8,39,74,1,3,4,6,75,72,77,73,61,75,79,76,64,75,76,69,71,70,81,72,74,72,64,77,61,22,72,76,65,76,25,24,22
11903,32,172.72,68.0,433,67,1,3,3,3,64,65,49,60,53,72,72,67,66,69,71,74,78,63,82,72,77,52,48,69,57,29,65,68,43,62,27,29,22
16414,28,193.04,79.8,823,74,1,3,3,3,58,72,79,70,71,71,73,62,49,74,58,59,64,74,52,77,67,65,77,68,59,25,78,68,70,62,23,27,20
12535,20,154.94,74.8,823,80,1,3,3,6,60,67,62,65,58,72,57,42,51,69,77,84,78,60,73,66,60,69,73,61,45,21,67,61,72,66,20,23,18
12025,19,172.72,64.0,247,82,1,3,3,6,49,62,47,70,55,64,56,62,68,69,63,60,80,62,83,61,58,63,61,60,61,61,61,71,54,64,61,65,64
9617,27,182.88,83.0,104,66,1,4,2,6,23,31,63,48,27,44,26,26,40,47,63,51,55,66,67,44,80,67,74,30,70,65,44,36,37,67,58,63,61
3222,31,190.5,82.1,105,64,1,3,2,9,41,22,55,59,47,21,33,44,46,48,57,72,75,54,46,52,55,45,70,45,61,56,25,34,43,75,75,70,59
12365,28,187.96,88.9,110,67,1,2,2,9,46,23,64,55,28,49,34,36,50,56,59,68,53,63,49,59,63,69,83,32,72,62,25,51,50,51,65,70,60
7149,26,152.4,60.8,532,61,1,3,2,3,44,55,59,40,42,62,44,47,37,59,83,86,66,59,72,47,64,68,54,58,49,54,61,58,59,50,40,61,62
16515,29,193.04,82.1,824,75,1,3,3,3,75,74,80,72,75,75,69,65,71,77,68,68,69,73,55,73,80,80,76,71,42,54,74,72,68,66,44,30,19
13142,34,154.94,73.9,227,68,1,4,3,6,64,61,64,70,59,64,61,65,67,66,68,65,67,73,64,70,68,66,67,71,70,63,64,64,60,63,66,68,66
9652,27,185.42,82.1,327,68,1,2,1,3,16,11,20,25,15,13,17,13,20,13,35,32,35,45,38,35,40,25,20,11,25,29,13,48,20,43,18,11,11
9955,18,170.18,66.2,477,79,1,4,3,6,53,60,43,64,64,72,73,64,61,66,73,70,86,55,80,62,53,54,49,58,58,26,58,61,59,64,31,40,41
708,25,170.18,62.1,228,77,1,4,4,6,78,65,49,76,53,74,74,72,77,75,74,69,77,78,74,74,60,69,39,75,66,60,67,76,70,68,44,58,53
5998,21,172.72,68.0,749,68,1,3,2,3,51,45,37,46,53,63,39,33,36,56,70,76,61,45,38,36,64,52,49,43,55,21,63,52,34,50,35,22,21
2583,25,154.94,77.1,348,70,1,3,2,6,72,49,44,67,33,66,71,49,60,62,82,82,80,62,71,50,80,77,64,40,74,53,54,55,48,49,53,64,66
5458,22,154.94,64.9,572,63,1,2,2,3,49,27,41,42,31,58,31,28,31,48,63,53,54,55,67,31,66,61,44,30,55,51,51,40,38,34,52,58,57
3287,29,185.42,73.9,104,63,1,3,2,3,22,18,64,54,24,32,29,28,45,39,57,64,42,58,65,38,70,65,71,23,55,63,23,37,43,49,62,65,65
13010,28,172.72,76.2,572,68,1,4,3,3,67,48,62,66,38,63,70,55,64,65,71,72,66,66,58,63,62,73,67,64,57,65,51,50,63,60,63,65,67
15128,28,167.64,68.0,823,72,1,3,3,6,36,74,65,57,70,72,66,66,46,73,77,76,82,71,87,74,54,65,56,65,50,33,74,37,80,60,41,19,20
7716,23,165.1,62.1,228,70,1,2,3,6,52,55,47,65,61,65,54,56,61,69,68,60,67,53,90,50,33,60,32,53,44,54,60,50,66,52,45,53,59
12521,24,152.4,73.0,785,73,1,3,3,3,69,64,51,67,47,67,58,61,61,65,78,78,77,66,78,66,66,85,63,67,62,61,64,68,54,64,55,64,61
6386,21,172.72,64.9,644,67,1,3,2,3,60,58,43,54,45,58,45,46,53,62,64,63,57,40,73,59,47,62,40,41,32,26,53,53,64,53,30,28,32
3710,33,187.96,78.0,823,62,1,3,2,6,48,58,61,48,36,52,38,29,37,61,71,73,64,60,32,66,84,85,85,58,90,48,63,49,64,56,29,49,39
1119,30,175.26,64.0,42,71,1,3,3,3,64,58,45,72,63,72,78,75,64,78,66,64,71,63,79,68,57,78,62,74,39,29,61,72,81,64,10,21,23
13793,21,175.26,72.1,374,80,1,2,2,6,52,41,58,66,32,62,33,41,50,65,72,70,72,68,68,49,70,78,57,37,68,70,55,51,45,68,72,73,70
12995,25,170.18,71.2,366,72,1,2,3,6,65,41,55,65,40,65,45,47,58,67,76,79,74,70,76,66,78,77,60,55,39,62,55,45,52,63,64,67,63
7457,24,175.26,68.9,104,66,1,3,2,6,32,22,60,59,33,46,28,28,48,53,65,55,54,51,70,51,75,53,62,33,65,55,28,32,46,49,59,63,59
1027,34,154.94,78.9,104,72,1,3,2,9,50,35,75,62,40,45,43,38,53,53,33,39,31,68,65,52,83,47,76,27,81,73,17,41,41,69,74,72,62
9240,30,175.26,73.0,871,63,1,3,3,6,53,59,49,57,58,62,65,58,47,63,79,72,83,66,79,63,73,80,64,51,43,19,64,61,64,57,32,30,23
6392,22,152.4,72.1,644,67,1,2,2,3,54,49,52,61,48,55,42,42,57,58,66,67,71,48,69,51,65,68,58,55,41,38,51,52,47,54,50,33,32
9926,24,182.88,76.2,104,72,1,3,2,6,34,29,63,49,29,40,26,29,44,42,63,65,56,63,60,60,67,63,60,35,66,64,24,38,34,45,67,65,63
13553,24,185.42,79.8,228,73,1,3,3,3,62,56,49,70,47,71,68,64,67,74,62,59,75,65,59,65,31,67,64,67,58,55,59,71,48,63,60,62,60
7364,21,185.42,74.8,145,71,1,3,2,3,39,44,60,60,30,45,33,35,55,59,50,52,54,60,65,49,61,54,62,35,60,61,39,58,43,43,60,58,55
19,30,182.88,78.0,247,87,4,4,3,3,84,79,59,87,84,82,88,82,90,85,66,62,73,80,66,84,39,83,71,87,67,81,80,86,82,86,76,75,73
14246,23,175.26,66.2,597,75,1,3,2,3,68,24,56,63,34,60,45,26,49,65,77,73,71,65,75,28,73,82,49,25,59,69,36,20,22,63,63,69,69
1890,25,182.88,76.2,327,72,1,3,1,6,11,20,15,25,18,11,14,18,24,17,41,45,57,67,58,25,70,33,57,12,20,22,19,35,19,51,17,12,19
12250,23,190.5,81.2,145,77,1,3,2,3,44,39,62,67,22,64,32,37,62,62,54,75,55,62,36,40,42,72,74,44,72,67,51,53,40,57,70,68,63
17662,33,182.88,78.9,572,81,3,4,2,6,82,64,74,76,64,72,80,47,69,76,74,83,66,81,66,78,77,77,78,69,83,83,73,71,65,82,81,83,79
10315,21,152.4,82.1,866,79,1,3,3,9,32,65,63,59,57,68,53,32,45,67,73,77,86,51,70,64,75,57,81,55,32,13,56,48,59,51,28,15,19
7646,26,187.96,81.2,572,64,1,3,2,3,55,58,73,65,35,58,41,22,64,57,54,52,55,58,61,32,67,68,72,22,52,60,49,70,35,65,62,65,54
3458,29,175.26,73.9,300,63,1,3,2,6,56,56,49,65,63,60,59,58,64,65,69,60,73,58,65,65,60,75,70,58,70,49,63,61,62,56,59,57,45
11269,35,172.72,66.2,823,66,1,3,3,6,42,67,56,44,71,74,44,42,32,72,78,77,81,67,82,52,62,67,42,63,52,35,72,42,55,53,10,36,33
3230,24,182.88,87.1,824,68,1,3,3,9,35,64,56,57,56,67,62,32,39,66,72,83,65,52,61,64,66,47,78,64,40,20,58,43,62,51,21,20,16
12084,34,182.88,78.9,823,67,2,3,3,6,57,66,60,64,65,70,78,69,59,70,66,52,67,65,55,67,52,51,65,65,31,28,71,65,74,70,25,26,24
17091,33,152.4,71.2,228,76,2,4,4,3,78,60,50,78,77,82,86,85,76,82,67,72,74,75,76,79,47,68,65,74,69,62,74,78,75,78,65,60,60
4467,25,175.26,78.0,228,58,1,3,2,6,52,58,53,65,33,49,48,53,59,56,63,65,60,48,72,49,45,58,59,58,35,35,49,63,48,53,48,33,35
8749,19,175.26,63.0,390,77,1,2,3,3,65,61,34,54,46,71,42,35,43,67,76,68,77,56,73,62,53,53,34,57,42,21,54,53,47,51,58,45,34
11626,30,175.26,66.2,374,67,1,3,3,3,68,54,57,65,56,64,72,53,59,65,70,76,77,61,80,71,72,63,57,60,64,71,66,60,60,62,67,68,59
1321,24,172.72,66.2,15,79,1,2,3,3,62,55,47,71,50,74,66,59,60,72,75,66,82,64,81,49,63,67,40,72,47,33,68,70,57,68,34,42,36
4100,22,152.4,73.0,247,70,1,3,2,3,59,53,54,64,56,59,56,60,60,63,65,61,66,60,57,65,53,55,64,46,55,35,53,56,60,59,61,58,61
3207,28,154.94,74.8,121,65,1,3,2,6,66,34,51,64,20,50,56,27,66,51,69,70,66,60,67,34,56,87,65,23,72,64,40,41,35,56,60,68,65
14026,23,193.04,83.9,327,79,1,2,1,6,14,15,12,24,12,12,17,15,25,17,47,49,35,64,45,22,51,42,73,17,27,19,13,49,24,51,17,17,21
6946,24,175.26,68.0,572,64,1,2,2,3,55,27,43,54,20,45,27,27,41,56,81,73,73,57,77,28,63,67,63,27,51,52,48,39,34,40,56,62,53
9331,23,152.4,74.8,104,72,1,2,2,6,43,37,65,57,31,41,33,34,44,51,63,61,61,53,69,39,81,70,72,32,65,63,45,47,35,58,59,63,62
17805,27,190.5,83.0,327,86,3,3,1,6,9,9,13,45,10,16,9,8,42,22,46,52,52,77,44,23,73,43,68,14,28,22,7,54,23,66,27,15,18
7914,24,182.88,77.1,328,66,1,3,2,6,54,30,55,57,23,60,29,32,50,48,75,73,69,52,64,23,68,61,60,22,61,57,37,38,49,47,59,64,64
11655,20,190.5,92.1,104,77,1,2,2,6,24,25,66,58,25,24,24,29,60,52,54,63,41,52,51,53,74,66,74,50,72,59,29,26,49,57,69,69,67
10162,28,185.42,83.9,327,65,1,3,1,6,13,14,13,47,11,20,13,14,56,19,58,61,58,61,46,14,67,39,70,18,45,25,15,62,14,49,15,14,13
16712,33,185.42,79.8,104,75,2,3,2,6,65,25,72,69,26,65,32,23,68,70,49,62,58,64,61,41,73,65,80,26,74,73,51,53,24,66,78,77,76
11505,32,182.88,79.8,15,66,1,3,3,6,62,61,49,67,54,63,60,66,64,69,59,65,64,57,63,62,54,65,58,65,59,42,66,71,55,58,35,38,39
11210,22,170.18,68.9,795,74,1,3,3,6,60,57,49,63,56,69,60,55,64,68,82,83,83,61,82,69,55,73,58,62,39,22,60,61,56,55,23,21,26
7351,19,187.96,79.8,104,79,1,3,2,3,23,16,59,46,28,16,28,28,53,40,50,51,43,59,51,57,73,54,68,32,67,59,29,36,31,50,64,57,54
5025,18,152.4,71.2,243,73,1,3,2,6,41,29,45,57,32,49,40,36,57,49,58,60,56,54,72,48,63,52,68,31,56,52,38,45,47,37,46,56,53
13717,21,172.72,77.1,851,78,1,3,3,6,59,74,58,57,60,71,44,35,51,68,75,76,71,68,73,66,65,75,72,58,52,16,69,60,66,66,49,19,18
1554,29,182.88,77.1,299,70,1,3,3,6,78,60,50,71,62,72,81,75,66,75,70,68,71,70,68,75,65,81,72,71,53,42,61,77,76,73,35,45,37
17711,21,152.4,78.9,454,89,1,4,4,6,77,75,57,75,75,86,77,73,66,82,94,90,86,80,84,79,86,76,59,77,58,21,80,77,71,75,45,27,18
15971,27,152.4,73.0,574,73,1,3,2,3,74,52,67,68,43,71,54,46,52,62,66,82,71,74,55,46,67,79,66,42,72,71,42,45,67,73,67,75,71
10365,19,182.88,74.8,823,84,1,3,3,3,28,67,44,56,44,72,32,34,28,71,80,81,73,70,62,58,57,52,64,60,27,16,65,47,62,65,12,16,14
3441,28,182.88,78.9,843,63,1,3,2,6,33,60,65,56,59,56,35,32,54,62,64,63,68,60,68,70,70,78,73,62,62,61,61,59,65,61,21,58,39
8763,26,175.26,64.9,683,64,1,3,3,3,65,54,59,63,51,63,63,35,62,65,65,65,64,56,56,55,69,62,67,55,61,55,62,61,64,57,52,56,54
7283,24,185.42,76.2,104,64,1,3,2,6,27,22,55,46,27,35,24,24,32,48,53,54,48,47,57,38,74,65,72,22,64,57,27,26,33,45,58,61,58
3194,27,190.5,81.2,327,68,1,1,1,3,13,17,17,24,19,16,13,16,18,18,49,44,48,54,50,15,55,32,75,15,15,17,13,17,25,24,15,17,16
12262,35,182.88,68.0,823,67,1,3,3,3,41,70,74,62,67,64,47,37,42,65,52,55,68,61,65,70,73,51,68,64,52,18,67,55,66,65,28,18,22
14367,34,182.88,83.0,104,70,1,2,2,6,48,33,75,59,45,45,51,47,46,56,64,64,45,60,61,46,65,68,79,37,77,74,23,35,40,54,60,72,68
13145,23,182.88,77.1,127,79,1,3,2,6,53,24,68,58,37,57,36,24,53,57,68,63,59,61,64,51,76,68,72,39,63,63,24,50,20,61,68,70,70
7855,23,152.4,68.9,634,67,1,3,2,3,46,31,58,56,26,57,41,31,40,55,74,75,69,55,72,44,82,62,61,28,59,56,42,37,36,46,59,63,62
8267,29,154.94,72.1,111,62,1,3,2,3,47,34,61,55,31,53,33,38,60,55,70,69,65,61,74,73,69,63,73,68,61,62,58,37,38,58,60,60,57
11902,29,182.88,82.1,247,67,1,3,3,9,65,56,52,67,55,60,65,68,67,64,62,62,51,70,61,53,55,71,64,63,52,67,65,71,61,65,62,62,51
3214,24,175.26,62.1,161,70,1,3,2,3,56,35,63,65,43,57,59,34,67,63,76,75,74,60,75,58,77,55,58,49,63,65,41,58,46,71,62,65,66
9826,31,182.88,69.9,476,64,1,3,3,6,60,59,48,59,47,63,58,58,57,62,82,79,84,53,65,60,53,60,65,51,43,28,60,61,58,62,47,34,27
3387,28,182.88,73.9,247,63,1,3,2,3,60,48,50,64,51,59,60,64,65,63,66,63,68,59,64,66,78,83,66,59,70,56,47,63,64,60,56,51,54
17698,26,154.94,68.0,149,84,2,4,3,3,72,69,62,83,65,81,79,74,83,83,69,70,74,77,74,80,68,87,66,81,79,81,69,80,69,78,75,77,75
11118,30,152.4,73.9,780,66,1,4,3,6,67,61,29,65,67,63,71,74,68,66,74,73,77,63,74,74,73,70,60,72,40,54,65,67,67,60,31,25,23
10108,26,198.12,92.1,834,68,1,3,2,3,22,63,69,59,58,50,39,21,34,60,62,65,51,66,63,62,79,61,82,53,62,53,69,63,57,59,60,58,54
4034,19,187.96,78.0,327,75,1,3,1,3,12,10,12,25,9,12,11,14,24,13,22,31,38,57,45,17,54,40,45,7,28,13,7,50,13,40,10,14,13
5460,20,190.5,78.9,104,67,1,4,2,6,31,18,52,48,25,38,48,48,44,46,66,70,56,52,30,51,70,69,65,30,53,52,21,43,18,49,51,50,50
2954,32,187.96,73.0,229,65,1,3,2,3,58,59,62,65,50,63,63,60,62,64,67,69,65,64,66,69,74,75,72,52,66,63,64,66,58,68,62,60,60
10254,24,185.42,78.0,390,69,1,3,3,3,62,58,48,63,47,70,55,40,49,69,76,77,69,58,65,59,54,64,63,52,51,42,60,56,49,54,36,39,38
13175,23,185.42,76.2,572,76,1,3,3,3,70,41,58,65,34,75,67,52,63,76,89,86,75,59,56,61,57,73,73,42,70,64,65,62,49,58,58,67,65
10324,28,152.4,77.1,823,65,1,4,3,9,50,67,56,56,62,63,62,56,45,65,74,76,72,61,70,73,80,72,73,63,61,44,56,62,64,57,16,23,18
9967,26,185.42,78.0,340,66,1,3,2,6,57,48,55,53,46,53,64,32,50,54,71,78,66,61,63,63,70,82,76,54,61,60,46,38,37,59,60,65,61
11693,29,190.5,78.0,127,67,1,3,2,3,59,44,71,61,54,57,52,55,58,62,64,69,58,60,62,58,44,81,76,42,80,66,43,45,58,61,51,72,70
14445,27,187.96,84.8,823,71,1,3,3,6,29,71,66,62,62,66,44,41,51,74,54,62,66,67,60,70,71,74,75,67,69,29,75,53,68,71,23,27,23
5913,18,187.96,76.2,327,74,1,2,1,6,11,9,13,31,7,19,13,13,21,25,26,15,39,52,42,27,62,22,54,8,28,8,5,38,13,40,7,14,13
15669,34,175.26,71.2,104,73,1,3,2,6,51,43,74,65,46,43,25,55,64,65,68,65,63,75,69,64,87,77,80,52,55,73,44,59,70,72,72,74,72
8552,22,185.42,82.1,169,70,1,3,2,6,48,35,55,62,29,58,43,30,53,62,68,74,69,64,69,45,73,78,74,43,58,61,51,55,33,57,58,60,56
1862,33,182.88,74.8,105,68,1,4,2,6,54,52,69,64,44,47,34,56,53,60,40,46,57,67,61,58,52,68,72,48,78,72,57,66,66,77,70,66,61
14986,30,154.94,73.0,312,71,1,4,3,6,70,65,45,71,65,71,67,49,67,68,76,83,72,73,67,72,54,82,73,70,75,70,69,67,62,73,38,73,72
9985,20,167.64,71.2,0,76,1,3,3,3,59,53,40,65,45,69,62,58,62,67,73,74,73,54,68,60,54,56,35,57,45,22,55,58,55,55,16,23,21
14553,27,185.42,67.1,15,72,1,3,3,6,54,58,53,76,62,68,65,51,73,74,70,71,82,64,80,68,46,66,70,66,34,42,62,74,57,73,42,45,34
3995,29,152.4,74.8,781,60,1,3,2,9,61,59,41,66,49,62,44,50,53,57,71,65,69,52,65,49,61,54,56,47,56,42,59,57,50,51,61,36,36
424,25,175.26,74.8,21,79,1,3,3,6,74,67,45,78,63,77,68,63,78,76,74,67,77,75,77,69,58,79,60,71,50,35,68,79,48,72,38,29,35
14906,26,167.64,64.9,390,72,1,3,3,6,62,60,43,71,69,74,67,62,68,69,86,90,87,58,92,67,68,75,48,66,27,50,63,64,67,51,36,28,23
6427,20,152.4,73.9,104,73,1,3,2,3,27,23,57,36,34,32,26,35,38,44,57,56,47,51,68,46,65,55,53,25,48,52,25,30,41,43,57,72,67
9723,22,185.42,74.8,650,76,1,3,3,6,68,58,43,64,66,68,74,66,55,63,70,69,73,55,62,70,55,68,60,51,51,35,49,56,50,53,34,36,41
15478,23,175.26,73.0,247,78,1,4,3,6,69,57,50,75,51,71,60,50,71,73,66,68,74,71,75,67,69,75,62,64,68,72,58,76,54,75,65,69,67
13688,32,182.88,77.1,140,69,2,5,3,6,68,50,58,73,66,63,73,67,69,64,67,60,63,70,61,81,77,83,71,72,64,69,66,65,68,66,61,63,61
3043,30,190.5,83.0,327,64,1,3,1,6,21,12,13,35,11,14,12,12,32,21,28,37,36,60,51,15,52,26,66,12,23,23,15,25,23,56,14,24,22
8374,23,165.1,69.9,823,71,1,3,2,6,57,64,54,52,60,60,31,30,33,59,69,72,69,60,66,66,67,48,59,56,26,16,59,48,57,51,34,19,10
14184,34,175.26,74.8,229,70,2,3,3,6,68,63,70,74,65,71,74,78,72,70,60,57,74,64,72,83,59,54,66,72,69,63,61,74,76,75,68,73,66
9541,25,154.94,76.2,328,68,1,3,2,6,61,54,63,62,44,62,50,37,59,60,73,77,68,58,65,58,70,76,70,42,68,60,52,48,38,60,55,63,61
10483,29,190.5,87.1,140,65,1,4,2,6,46,32,72,66,37,49,40,38,64,60,54,48,53,64,46,60,35,64,84,55,74,61,44,51,34,56,65,66,60
5836,22,182.88,74.8,581,65,1,2,2,6,53,25,37,57,20,59,26,31,56,51,61,75,51,45,73,24,50,63,58,25,47,55,48,36,39,45,58,56,51
8209,25,193.04,87.1,116,67,1,2,2,3,28,25,62,55,31,49,30,31,46,52,50,45,44,52,42,34,73,34,80,24,55,57,38,36,34,53,59,62,59
5290,26,182.88,74.8,327,58,1,3,1,3,13,7,11,24,6,14,10,11,21,11,22,30,36,37,38,22,43,26,61,7,22,14,5,35,12,47,12,10,14
15908,28,190.5,82.1,104,74,1,2,2,6,38,29,76,60,26,53,38,32,55,58,58,59,57,66,56,56,79,66,77,27,75,71,48,50,32,66,72,73,72
13197,29,185.42,84.8,823,69,1,3,3,6,68,70,67,68,56,68,61,39,63,67,72,74,70,64,64,70,78,61,79,65,68,29,66,63,69,67,33,33,19
12529,23,154.94,68.0,116,74,1,3,2,3,29,23,67,55,29,56,29,25,47,57,70,71,62,58,62,45,77,70,76,25,72,69,30,25,38,55,68,66,61
1557,24,193.04,81.2,327,77,1,3,1,6,13,7,11,38,6,25,13,14,29,27,49,46,44,69,24,16,33,20,60,8,17,11,5,42,15,33,17,12,14
8846,23,172.72,68.0,491,72,1,3,3,6,39,67,52,62,48,64,45,47,51,66,77,78,75,62,72,62,75,60,58,52,40,24,65,62,58,61,59,17,19
7316,23,154.94,68.0,572,65,1,3,2,3,59,33,51,57,30,61,42,37,54,58,74,72,80,56,83,52,76,78,63,38,58,58,55,56,38,53,45,56,56
2495,27,193.04,86.2,104,68,1,2,2,6,18,26,69,37,25,31,34,31,35,46,51,32,34,56,35,36,72,55,87,19,67,64,25,39,50,65,66,68,65
4993,19,154.94,73.0,227,63,1,3,2,6,40,32,47,55,33,46,37,40,53,50,55,56,57,50,67,59,61,53,58,36,56,40,51,48,43,41,40,44,47
10282,29,152.4,73.9,606,65,1,3,2,6,56,31,62,58,31,51,31,32,33,59,57,60,68,65,62,37,56,58,74,35,49,61,42,31,34,59,63,75,74
6621,21,185.42,77.1,227,67,1,3,2,3,50,48,46,62,39,56,58,59,60,59,57,69,66,56,59,60,55,62,72,54,61,39,51,62,51,55,46,44,48
7677,32,154.94,78.9,227,61,1,3,2,6,54,51,54,64,60,55,60,48,62,60,66,68,71,63,60,69,64,60,74,62,55,50,58,60,66,65,58,61,59
6278,19,152.4,64.0,879,75,1,3,2,3,55,57,53,53,42,58,34,29,40,51,77,71,67,55,70,48,61,55,58,49,37,24,60,56,62,50,24,24,17
7700,20,175.26,66.2,778,76,1,4,3,6,56,55,58,59,40,64,48,48,57,63,71,75,67,53,67,64,56,55,61,49,64,48,64,56,53,50,19,30,31
7231,19,152.4,68.9,644,71,1,2,2,6,65,42,51,64,46,54,56,48,63,60,75,71,50,50,60,47,51,41,42,41,49,23,60,61,55,60,38,44,50
16010,26,154.94,73.9,572,75,1,3,3,3,71,47,52,69,51,74,64,42,60,69,94,92,77,68,76,58,62,77,65,46,73,64,66,58,61,61,69,69,71
15591,26,182.88,74.8,104,75,1,3,2,6,35,26,72,73,22,48,33,24,60,59,53,63,55,68,71,56,78,62,70,34,79,72,50,49,46,66,69,72,66
5942,21,195.58,88.9,327,63,1,2,1,6,12,8,4,34,5,10,11,10,38,12,20,21,34,46,47,20,63,27,36,10,29,12,2,41,14,35,16,14,12
16272,35,185.42,76.2,327,74,1,3,1,3,25,13,14,32,14,12,25,15,33,15,54,55,51,66,58,23,60,41,68,12,34,22,12,43,13,53,18,12,12
4024,29,185.42,88.0,675,60,1,3,3,6,58,56,51,60,58,58,53,34,55,59,69,67,62,58,49,62,57,59,75,61,73,38,59,55,52,46,42,43,45
6480,31,193.04,78.0,327,58,1,1,1,6,17,11,10,23,5,12,17,18,42,20,36,49,35,54,25,8,69,35,34,15,35,12,10,60,15,53,12,10,3
12179,26,185.42,78.9,104,71,1,3,2,6,42,40,70,41,17,28,26,29,53,34,67,71,62,58,62,52,90,65,74,23,69,68,30,39,25,64,59,73,72
5814,21,152.4,69.9,145,69,1,3,2,6,39,34,49,58,44,51,37,37,54,56,67,62,58,46,72,52,60,69,50,47,52,56,55,48,43,47,54,54,48
10166,29,154.94,74.8,227,65,1,3,3,3,66,54,45,67,35,68,68,67,66,66,70,75,82,62,64,53,60,67,74,44,72,53,63,65,43,54,45,61,43
13876,25,170.18,68.0,824,75,1,4,3,6,52,67,64,69,64,74,69,60,57,74,85,88,83,66,79,65,68,69,59,63,60,29,65,66,62,64,48,33,21
4723,18,175.26,66.2,227,69,1,3,2,3,45,44,35,57,39,56,48,34,52,62,68,66,66,51,69,47,70,56,51,39,44,25,45,54,46,53,28,39,38
1981,35,185.42,78.0,823,68,1,3,3,6,37,70,65,63,59,66,47,48,51,69,71,76,72,65,68,58,59,72,67,62,58,32,72,68,61,72,17,39,42
2266,31,182.88,77.1,824,67,1,4,3,6,56,68,57,69,71,64,73,70,68,72,44,55,53,68,59,62,58,54,59,72,38,47,75,73,72,74,16,37,41
7652,28,175.26,79.8,35,61,1,3,2,6,58,57,57,61,54,56,61,53,55,59,74,72,88,55,81,55,64,77,60,57,44,19,62,57,60,51,55,40,35
9246,25,170.18,64.9,348,68,1,3,2,6,65,45,48,63,29,59,26,27,54,60,81,77,83,58,84,28,81,72,35,29,46,54,58,57,37,45,55,59,62
9981,31,170.18,63.0,675,64,1,4,4,3,42,56,64,63,59,67,40,41,61,66,76,81,65,60,80,48,67,65,44,47,46,24,60,62,48,59,45,32,38
10940,23,193.04,93.0,823,71,1,3,2,9,52,66,68,61,56,58,31,34,29,61,61,69,39,58,33,71,63,66,93,51,61,18,62,54,60,53,26,24,21
4750,19,185.42,76.2,327,70,1,3,1,6,10,6,12,15,7,12,11,12,21,18,22,16,36,41,34,23,40,28,61,8,26,6,6,23,12,21,9,11,12
4170,19,172.72,68.0,15,77,1,3,2,3,47,45,44,63,44,61,45,40,52,58,70,65,62,49,78,46,54,50,49,42,35,29,58,61,44,58,37,38,39
14122,23,185.42,77.1,140,79,1,2,2,3,50,22,70,71,35,59,50,29,67,69,60,59,55,68,59,47,76,68,75,23,69,67,50,58,40,65,69,76,70
7998,20,185.42,78.0,823,73,1,4,2,6,38,60,58,57,61,59,43,34,43,60,74,77,66,58,65,61,65,54,66,54,62,12,56,52,63,52,18,15,23
10908,30,175.26,68.0,247,66,1,3,3,6,56,59,62,68,58,63,58,55,59,67,62,63,55,68,75,67,63,72,64,60,71,62,67,60,59,66,61,66,63
13270,29,152.4,74.8,99,69,1,3,3,9,65,68,68,64,52,72,46,49,55,70,78,79,80,67,55,70,53,71,57,68,50,18,68,66,69,53,25,19,15
8129,33,172.72,68.9,247,62,1,3,2,3,52,38,53,67,38,51,44,38,70,67,55,32,64,57,69,57,72,53,60,61,69,68,48,55,47,58,66,64,52
